,Spital/Institution,Kanton,Kanton LV,Adr,Ort,Basispaket,Dermatologie,Hals-Nasen-Ohren,Neurochirurgie,Neurologie,Ophthalmologie,Endokrinologie,Gastroenterologie,Viszeralchirurgie,Hämatologie,Gefässe,Herz,Nephrologie,Urologie,Pneumologie,Thoraxchirurgie,Transplantationen,Bewegungsapparat chirurgisch,Rheumatologie,Gynäkologie,Geburtshilfe,Neugeborene,(Radio-) Onkologie,Unfallchirurgie,Übrige (Querschnittsbereiche),BP,BPE,DER1,DER1.1,DER1.2,DER2,HNO1,HNO1.1,HNO1.1.1,HNO1.2,HNO1.2.1,HNO1.3,HNO1.3.1,HNO1.3.2,HNO2,KIE1,NCH1,NCH1.1,NCH1.1.1,NCH1.1.1.1,NCH1.1.2,NCH1.1.3,NCH2,NCH2.1,NCH3,NEU1,NEU2,NEU2.1,NEU3,NEU3.1,NEU4,NEU4.1,NEU4.2,AUG1,AUG1.1,AUG1.2,AUG1.3,AUG1.4,AUG1.5,END1,GAE1,GAE1.1,VIS1,VIS1.1,VIS1.2,VIS1.3,VIS1.4,VIS1.4.1,VIS1.5,HAE1,HAE1.1,HAE2,HAE3,HAE4,HAE5,GEF1,ANG1,GEF2,ANG2,GEFA,GEF3,ANG3,GEF4,ANG4,RAD1,RAD2,HER1,HER1.1,HER1.1.1,HER1.1.2,HER1.1.3,HER1.1.4,HER1.1.5,HER1.1.6,KAR1,KAR1.1,KAR1.1.1,KAR1.2,KAR1.3,KAR2,KAR3,KAR3.1,KAR3.1.1,NEP1,URO1,URO1.1,URO1.1.1,URO1.1.2,URO1.1.3,URO1.1.4,URO1.1.5,URO1.1.6,URO1.1.7,URO1.1.8,PNE1,PNE1.1,PNE1.2,PNE1.3,PNE2,THO1,THO1.1,THO1.2,TPL1,TPL2,TPL3,TPL4,TPL5,TPL6,TPL7,BEW1,BEW2,BEW3,BEW4,BEW5,BEW6,BEW7,BEW7.1,BEW7.1.1,BEW7.2,BEW7.2.1,BEW7.3,BEW8,BEW8.1,BEW8.1.1,BEW9,BEW10,BEW11,RHE1,RHE2,GYN1,GYN1.1,GYN1.2,GYN1.3,GYN1.4,GYNT,GYN2,PLC1,GEBH,GEBS,GEB1,GEB1.1,GEB1.1.1,NEOG,NEO1,NEO1.1,NEO1.1.1,NEO1.1.1.1,ONK1,RAO1,NUK1,UNF1,UNF1.1,UNF2,ISO,BES,KINM,KINC,KINB,KAA,KAB,KAC,KAD,GER,AVA,PAL,Erfüllte Leistungsangebote,Beschränkte/Befristete Leistungsangebote
11,Klinik Barmelweid AG,AG,AG,,5017 Barmelweid,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,"['BPE', 'NEU4', 'NEU4.1', 'PNE1', 'PNE2', 'GER']","['Basispaket', 'Neurologie', 'Pneumologie', 'Übrige (Querschnittsbereiche)']"
12,Universitätsspital Basel,BS,AG,Hebelstrasse 32,4031 Basel,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,2.0,,,2.0,,,2.0,,2.0,2.0,,,,1.0,,,,,,2.0,2.0,,2.0,,,,,,,2.0,,2.0,,,,,2.0,2.0,,,,,2.0,,,,,,2.0,2.0,,,2.0,2.0,2.0,,,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,,,,,2.0,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,2.0,2.0,,2.0,,,,2.0,,,,,,2.0,,2.0,,,,,2.0,,,,2.0,2.0,,2.0,2.0,,2.0,,,,,,,,,,,,,,"['Nephrologie', 'HNO1.1', 'HNO1.2.1', 'HNO1.3.2', 'KIE1', 'NCH1', 'NEU2', 'NEU2.1', 'NEU3.1', 'AUG1.3', 'AUG1.5', 'VIS1.1', 'VIS1.2', 'HAE1', 'GEF1', 'ANG1', 'GEFA', 'GEF3', 'ANG3', 'RAD1', 'HER1', 'HER1.1', 'HER1.1.1', 'HER1.1.2', 'HER1.1.3', 'HER1.1.4', 'HER1.1.5', 'KAR1', 'KAR1.1', 'KAR1.1.1', 'KAR1.2', 'KAR1.3', 'NEP1', 'PNE1.2', 'PNE1.3', 'THO1', 'TPL5', 'BEW8', 'BEW8.1', 'BEW9', 'RHE2', 'GYNT', 'PLC1', 'GEB1.1.1', 'NEO1.1.1', 'NEO1.1.1.1', 'RAO1', 'NUK1', 'UNF1.1']","['Hals-Nasen-Ohren', 'Neurochirurgie', 'Neurologie', 'Ophthalmologie', 'Viszeralchirurgie', 'Hämatologie', 'Gefässe', 'Herz', 'Pneumologie', 'Thoraxchirurgie', 'Transplantationen', 'Bewegungsapparat chirurgisch', 'Rheumatologie', 'Gynäkologie', 'Geburtshilfe', 'Neugeborene', '(Radio-) Onkologie', 'Unfallchirurgie', 'NCH1.1.2']"
13,St. Claraspital,BS,AG,Kleinriehenstrasse 30,4058 Basel,,1.0,1.0,,,,2.0,2.0,1.0,1.0,,,,,,1.0,,,,1.0,,,1.0,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,"['Endokrinologie', 'Gastroenterologie', 'DER1.1', 'HNO2', 'END1', 'GAE1', 'GAE1.1', 'VIS1.1', 'VIS1.2', 'VIS1.3', 'VIS1.4', 'HAE2', 'HAE3', 'THO1.1', 'GYNT', 'GYN2', 'ONK1', 'RAO1']","['Dermatologie', 'Hals-Nasen-Ohren', 'Viszeralchirurgie', 'Hämatologie', 'Thoraxchirurgie', 'Gynäkologie', '(Radio-) Onkologie']"
14,Universitätsspital Zürich,ZH,AG,Rämistrasse 100,8091 Zürich,,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,2.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,2.0,,,,,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,2.0,,,,,2.0,2.0,2.0,,,,,,,,2.0,,,,,,2.0,2.0,2.0,,,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,2.0,2.0,,,2.0,2.0,2.0,,,,,2.0,2.0,,,,,,,,,,,,,"['Thoraxchirurgie', 'DER1.1', 'HNO1.2.1', 'HNO1.3.1', 'HNO1.3.2', 'NEU3.1', 'AUG1.2', 'AUG1.5', 'VIS1.1', 'VIS1.2', 'VIS1.3', 'HAE4', 'GEFA', 'GEF3', 'ANG3', 'RAD1', 'HER1', 'HER1.1', 'HER1.1.1', 'HER1.1.2', 'HER1.1.3', 'HER1.1.4', 'HER1.1.5', 'KAR1.1.1', 'KAR1.2', 'KAR1.3', 'PNE1.2', 'PNE1.3', 'THO1', 'THO1.1', 'THO1.2', 'TPL1', 'TPL2', 'TPL4', 'TPL5', 'TPL6', 'TPL7', 'BEW11', 'PLC1', 'GEB1.1', 'GEB1.1.1', 'NEO1.1', 'NEO1.1.1', 'NEO1.1.1.1', 'UNF1.1', 'UNF2']","['Dermatologie', 'Hals-Nasen-Ohren', 'Neurologie', 'Ophthalmologie', 'Viszeralchirurgie', 'Hämatologie', 'Gefässe', 'Herz', 'Pneumologie', 'Transplantationen', 'Bewegungsapparat chirurgisch', 'Geburtshilfe', 'Neugeborene', 'Unfallchirurgie']"
15,Universitätsklinik Balgrist,ZH,AG,Forchstrasse 340,8008 Zürich,,1.0,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['BEW9'],"['Dermatologie', 'Neurochirurgie', 'Urologie', 'Bewegungsapparat chirurgisch', 'DER2', 'NCH2', 'NCH3', 'URO1', 'BEW8', 'BEW8.1']"
16,Schweizerisches Epilepsie­Zentrum,ZH,AG,Bleulerstrasse 60,8008 Zürich,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],"['Neurologie', 'NEU4', 'NEU4.1']"
17,Schweizer Paraplegiker-Zentrum Nottwil AG,LU,AG,Guido A. Zäch Strasse 1,6207 Nottwil,,1.0,,1.0,1.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],"['Dermatologie', 'Neurochirurgie', 'Neurologie', 'Urologie', 'Bewegungsapparat chirurgisch', 'Rheumatologie', 'DER2', 'NCH2', 'NEU1', 'URO1', 'URO1.1', 'BEW1', 'BEW2', 'BEW3', 'BEW4', 'BEW6', 'BEW8', 'BEW8.1', 'RHE1']"
18,Universitäts-Kinderspital beider Basel (UKBB),BS,AG,Spitalstrasse 33,4056 Basel,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,2.0,,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,,,,,2.0,,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,,,2.0,2.0,2.0,,,2.0,,2.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,,,,,2.0,2.0,2.0,,2.0,2.0,2.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,,,,,2.0,2.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,2.0,,,,,,,,2.0,"['Dermatologie', 'Ophthalmologie', 'Endokrinologie', 'Gastroenterologie', 'Nephrologie', 'Pneumologie', 'Thoraxchirurgie', 'Rheumatologie', '(Radio-) Onkologie', 'BP', 'DER1', 'DER1.1', 'DER1.2', 'DER2', 'HNO1', 'HNO1.1', 'HNO1.1.1', 'HNO1.2', 'HNO1.2.1', 'HNO1.3', 'HNO1.3.1', 'HNO2', 'KIE1', 'NCH1', 'NCH1.1', 'NCH2', 'NCH3', 'NEU1', 'NEU2', 'NEU2.1', 'NEU3', 'NEU4', 'NEU4.1', 'AUG1', 'AUG1.1', 'AUG1.2', 'AUG1.3', 'AUG1.4', 'AUG1.5', 'END1', 'GAE1', 'GAE1.1', 'VIS1', 'HAE1', 'HAE1.1', 'HAE2', 'HAE3', 'HAE4', 'GEF1', 'ANG1', 'GEFA', 'GEF3', 'ANG3', 'RAD1', 'HER1', 'KAR1', 'KAR1.1', 'KAR1.1.1', 'KAR1.2', 'KAR1.3', 'NEP1', 'URO1', 'URO1.1', 'URO1.1.2', 'URO1.1.3', 'URO1.1.4', 'URO1.1.8', 'PNE1', 'PNE1.1', 'PNE1.2', 'PNE1.3', 'PNE2', 'THO1', 'THO1.1', 'THO1.2', 'TPL6', 'TPL7', 'BEW1', 'BEW2', 'BEW3', 'BEW4', 'BEW5', 'BEW6', 'BEW7', 'BEW7.1', 'BEW7.1.1', 'BEW7.2', 'BEW7.2.1', 'BEW7.3', 'BEW8', 'BEW8.1', 'BEW9', 'BEW10', 'BEW11', 'RHE1', 'RHE2', 'GYN1', 'GYNT', 'GYN2', 'NEO1', 'NEO1.1', 'NEO1.1.1', 'NEO1.1.1.1', 'ONK1', 'RAO1', 'NUK1', 'KINM', 'KINC', 'PAL']","['Basispaket', 'Hals-Nasen-Ohren', 'Neurochirurgie', 'Neurologie', 'Viszeralchirurgie', 'Hämatologie', 'Gefässe', 'Herz', 'Urologie', 'Transplantationen', 'Bewegungsapparat chirurgisch', 'Gynäkologie', 'Neugeborene', 'Übrige (Querschnittsbereiche)']"
19,Kinderspital Zürich,ZH,AG,Steinwiesstrasse 75,8032 Zürich,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,2.0,,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,,,,,2.0,,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,,,2.0,2.0,2.0,,,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,,,,,2.0,2.0,2.0,,2.0,2.0,2.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,,,,,2.0,2.0,2.0,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,2.0,,,,,,,,2.0,"['Dermatologie', 'Ophthalmologie', 'Endokrinologie', 'Gastroenterologie', 'Nephrologie', 'Pneumologie', 'Thoraxchirurgie', 'Rheumatologie', '(Radio-) Onkologie', 'BP', 'DER1', 'DER1.1', 'DER1.2', 'DER2', 'HNO1', 'HNO1.1', 'HNO1.1.1', 'HNO1.2', 'HNO1.2.1', 'HNO1.3', 'HNO1.3.1', 'HNO2', 'KIE1', 'NCH1', 'NCH1.1', 'NCH2', 'NCH3', 'NEU1', 'NEU2', 'NEU2.1', 'NEU3', 'NEU4', 'NEU4.1', 'AUG1', 'AUG1.1', 'AUG1.2', 'AUG1.3', 'AUG1.4', 'AUG1.5', 'END1', 'GAE1', 'GAE1.1', 'VIS1', 'HAE1', 'HAE1.1', 'HAE2', 'HAE3', 'HAE4', 'GEF1', 'ANG1', 'GEFA', 'GEF3', 'ANG3', 'RAD1', 'HER1', 'HER1.1', 'HER1.1.1', 'HER1.1.2', 'HER1.1.3', 'HER1.1.4', 'HER1.1.5', 'KAR1', 'KAR1.1', 'KAR1.1.1', 'KAR1.2', 'KAR1.3', 'NEP1', 'URO1', 'URO1.1', 'URO1.1.2', 'URO1.1.3', 'URO1.1.4', 'URO1.1.8', 'PNE1', 'PNE1.1', 'PNE1.2', 'PNE1.3', 'PNE2', 'THO1', 'THO1.1', 'THO1.2', 'TPL6', 'TPL7', 'BEW1', 'BEW2', 'BEW3', 'BEW4', 'BEW5', 'BEW6', 'BEW7', 'BEW7.1', 'BEW7.1.1', 'BEW7.2', 'BEW7.2.1', 'BEW7.3', 'BEW8', 'BEW8.1', 'BEW9', 'BEW10', 'BEW11', 'RHE1', 'RHE2', 'GYN1', 'GYNT', 'GYN2', 'PLC1', 'NEO1', 'NEO1.1', 'NEO1.1.1', 'NEO1.1.1.1', 'ONK1', 'RAO1', 'NUK1', 'KINM', 'KINC', 'PAL']","['Basispaket', 'Hals-Nasen-Ohren', 'Neurochirurgie', 'Neurologie', 'Viszeralchirurgie', 'Hämatologie', 'Gefässe', 'Herz', 'Urologie', 'Transplantationen', 'Bewegungsapparat chirurgisch', 'Gynäkologie', 'Neugeborene', 'Übrige (Querschnittsbereiche)']"
21,Spitalverbund AR Akutsomatisches Spital,AR,AI,Krombach 3,9101 Herisau,2.0,2.0,2.0,,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,"['Basispaket', 'Dermatologie', 'Hals-Nasen-Ohren', 'Neurologie', 'Endokrinologie', 'Gastroenterologie', 'Viszeralchirurgie', 'Hämatologie', 'Gefässe', 'Herz', 'Nephrologie', 'Urologie', 'Pneumologie', 'Bewegungsapparat chirurgisch', 'Rheumatologie', 'Gynäkologie', 'Geburtshilfe', 'Neugeborene', '(Radio-) Onkologie', 'Übrige (Querschnittsbereiche)', 'KINB']",[]
22,Kantonsspital St. Gallen,SG,AI,Rorschacher Strasse 95,9000 St. Gallen,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,"['Basispaket', 'Dermatologie', 'Hals-Nasen-Ohren', 'Neurochirurgie', 'Neurologie', 'Endokrinologie', 'Gastroenterologie', 'Viszeralchirurgie', 'Hämatologie', 'Gefässe', 'Herz', 'Nephrologie', 'Urologie', 'Pneumologie', 'Thoraxchirurgie', 'Bewegungsapparat chirurgisch', 'Rheumatologie', 'Gynäkologie', 'Geburtshilfe', 'Neugeborene', '(Radio-) Onkologie', 'NEU3.1', 'VIS1.1', 'VIS1.2', 'VIS1.3', 'TPL5', 'UNF1.1']","['Transplantationen', 'Unfallchirurgie']"
23,Klinik Hirslanden AG,ZH,AI,Witellikerstrasse 40,8008 Zürich,,,,,1.0,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Herz', 'NEU3.1', 'VIS1.1', 'VIS1.2', 'VIS1.3']","['Neurologie', 'Viszeralchirurgie']"
24,Hirslanden Klinik Stephanshorn,SG,AI,Brauerstrasse 95,9016 St. Gallen,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Geburtshilfe'],[]
25,Ostschweizer Kinderspital,SG,AI,Claudiusstrasse 6,9000 St. Gallen,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,"['Basispaket', 'Dermatologie', 'Hals-Nasen-Ohren', 'Neurochirurgie', 'Neurologie', 'Ophthalmologie', 'Endokrinologie', 'Gastroenterologie', 'Viszeralchirurgie', 'Hämatologie', 'Gefässe', 'Herz', 'Nephrologie', 'Urologie', 'Pneumologie', 'Thoraxchirurgie', 'Bewegungsapparat chirurgisch', 'Rheumatologie', 'Gynäkologie', 'Geburtshilfe', 'Neugeborene', '(Radio-) Onkologie', 'Übrige (Querschnittsbereiche)', 'KINM', 'KINC', 'KINB']",[]
26,Universitätsspital Zürich,ZH,AI,Rämistrasse 100,8091 Zürich,,2.0,1.0,2.0,1.0,,,,1.0,,,2.0,,,1.0,,1.0,,,2.0,,,,1.0,,,,,1.0,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,2.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,"['Dermatologie', 'Neurochirurgie', 'Herz', 'Gynäkologie', 'HNO1.3.2', 'NEU3.1', 'VIS1.1', 'VIS1.2', 'VIS1.3', 'HER1', 'HER1.1', 'HER1.1.1', 'KAR1.1.1', 'PNE1.2', 'TPL1', 'TPL2', 'TPL4', 'TPL5', 'TPL6', 'PLC1', 'UNF1.1', 'UNF2']","['Hals-Nasen-Ohren', 'Neurologie', 'Viszeralchirurgie', 'Pneumologie', 'Transplantationen', 'Unfallchirurgie', 'DER1.1', 'NCH1.1']"
28,Spitalverbund AR Akutsomatisches Spital,AR,AR,Krombach 3,9101 Herisau,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,,,2.0,2.0,2.0,2.0,2.0,,2.0,,1.0,2.0,2.0,,,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,2.0,,,1.0,,,1.0,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,2.0,,2.0,2.0,,1.0,2.0,2.0,,,,2.0,2.0,,,2.0,,,,,,,,,,2.0,,,,,,,,,2.0,2.0,2.0,2.0,,,2.0,,,2.0,2.0,2.0,1.0,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,,2.0,,,,,2.0,2.0,,,,2.0,,,,2.0,,,,2.0,,,,,1.0,,,,,2.0,,,,,1.0,,,"['Endokrinologie', 'Gastroenterologie', 'Nephrologie', 'BP', 'DER1', 'DER2', 'HNO1', 'HNO1.1', 'HNO1.1.1', 'HNO1.2', 'HNO1.3', 'HNO2', 'KIE1', 'NCH3', 'NEU1', 'NEU2', 'END1', 'GAE1', 'GAE1.1', 'VIS1', 'HAE1', 'HAE2', 'HAE3', 'GEF1', 'ANG1', 'GEF3', 'ANG3', 'RAD1', 'KAR1', 'NEP1', 'URO1', 'URO1.1', 'URO1.1.1', 'URO1.1.4', 'URO1.1.7', 'URO1.1.8', 'PNE1', 'THO1', 'BEW1', 'BEW2', 'BEW3', 'BEW4', 'BEW5', 'BEW6', 'BEW7', 'BEW7.1', 'BEW7.1.1', 'BEW7.2', 'BEW7.2.1', 'BEW7.3', 'BEW8', 'RHE1', 'GYN1', 'GYNT', 'GYN2', 'GEB1', 'NEO1', 'ONK1', 'KINB']","['Basispaket', 'Dermatologie', 'Hals-Nasen-Ohren', 'Neurochirurgie', 'Neurologie', 'Viszeralchirurgie', 'Hämatologie', 'Gefässe', 'Herz', 'Urologie', 'Pneumologie', 'Thoraxchirurgie', 'Transplantationen', 'Bewegungsapparat chirurgisch', 'Rheumatologie', 'Gynäkologie', 'Geburtshilfe', 'Neugeborene', '(Radio-) Onkologie', 'Unfallchirurgie', 'Übrige (Querschnittsbereiche)', 'HNO1.3.2', 'NCH1.1.1', 'NCH1.1.1.1', 'NCH1.1.2', 'NCH1.1.3', 'NCH2.1', 'NEU3.1', 'NEU4.2', 'VIS1.1', 'VIS1.2', 'VIS1.3', 'VIS1.4.1', 'VIS1.5', 'HAE5', 'PNE1.1', 'TPL1', 'TPL2', 'TPL3', 'TPL4', 'TPL5', 'UNF2', 'GER']"
29,Hirslanden Klinik am Rosenberg,AR,AR,Hasenbühlstrasse 11,9410 Heiden,1.0,,1.0,1.0,1.0,2.0,,,1.0,1.0,,2.0,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,2.0,,,,,2.0,2.0,,2.0,,2.0,,1.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,1.0,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,"['Ophthalmologie', 'Herz', 'BPE', 'HNO1', 'HNO1.1', 'HNO1.2', 'HNO1.3', 'NCH2', 'NCH3', 'AUG1', 'AUG1.1', 'AUG1.2', 'AUG1.3', 'AUG1.4', 'AUG1.5', 'BEW1', 'BEW2', 'BEW3', 'BEW4', 'BEW5', 'BEW6', 'BEW7', 'BEW7.1', 'BEW7.1.1', 'BEW7.2', 'BEW7.2.1', 'BEW7.3', 'BEW8', 'BEW8.1', 'RHE1', 'KINB']","['Basispaket', 'Hals-Nasen-Ohren', 'Neurochirurgie', 'Neurologie', 'Viszeralchirurgie', 'Hämatologie', 'Transplantationen', 'Bewegungsapparat chirurgisch', 'Rheumatologie', 'Unfallchirurgie', 'Übrige (Querschnittsbereiche)', 'HNO1.3.2', 'NCH1.1.1', 'NCH1.1.1.1', 'NCH1.1.2', 'NCH1.1.3', 'NCH2.1', 'NEU3.1', 'NEU4.2', 'VIS1.1', 'VIS1.2', 'VIS1.3', 'VIS1.4.1', 'VIS1.5', 'HAE5', 'TPL1', 'TPL2', 'TPL3', 'TPL4', 'TPL5', 'UNF2']"
